n,mean,increment,support_end,dominance_active_count,monotone_active_count,active_signature,signature_changed,tail_l1_move,solver_method,max_constraint_violation,d2_l1,d3_l1,d4_l1,d4_l2sq,tail_entropy,second_moment,third_moment
245,3.529293444788945,0.010076449875988658,24,128,105,69acc026e02d0881604b,False,0.010135361754843995,highs,1.1669549883058487e-11,0.6151103323131308,0.6831005760817698,0.9205700952274308,0.1595025723864228,3.809946034522763,17.494609047652336,111.1302775722731
246,3.53941042624862,0.010116981459675767,24,128,105,69acc026e02d0881604b,False,0.010170548253548834,highs,5.609785547209843e-12,0.6161030329140447,0.6854397160222917,0.923725215683078,0.16071049711805424,3.820525489005222,17.594826022290974,112.02597702516255
247,3.549569402029214,0.010158975780594215,24,128,105,69acc026e02d0881604b,False,0.010207488273617967,highs,9.14359434318899e-13,0.6171246051756298,0.6878546034349304,0.9270197372689958,0.16194850224077423,3.831007486509609,17.695330127248788,112.92324609631422
248,3.559771759936387,0.010202357907172832,24,128,105,69acc026e02d0881604b,False,0.0102460795134833,highs,2.7755575615628914e-17,0.6181736195052071,0.6903411225062601,0.9304447175586973,0.163215072288061,3.8413959669292725,17.796143252893796,113.82235230793492
249,3.5700188185268353,0.010247058590448166,24,128,105,69acc026e02d0881604b,False,0.010286230308532235,highs,2.7755575615628914e-17,0.6192487306573291,0.6928955798483039,0.9340117615333922,0.16450913622102076,3.851694373259285,17.897285845418125,114.72354463011366
250,3.58031183225526,0.010293013728424505,24,128,105,69acc026e02d0881604b,False,0.010327857905878101,highs,3.469446951953614e-18,0.6203486842795793,0.6955146324222192,0.9377345008323357,0.1658299112014415,3.8619057265077865,17.998777054290915,115.62705515304988
251,3.590651996240781,0.0103401639855214,24,128,104,08e87608cfee3e211d73,True,0.010370886783265133,highs,3.469446951953614e-18,0.6214723182450648,0.6981952360952627,0.9416248599852425,0.16717680266493187,3.8720326825041944,18.10063485704833,116.5331005956892
252,3.6010404507245073,0.010388454483726495,24,128,104,08e87608cfee3e211d73,False,0.010415249961709408,highs,8.805281087010925e-13,0.6226185605713276,0.7009346077605619,0.9456146579506689,0.16854934165362753,3.88207757606403,18.202876166943422,117.44188366476895
253,3.611478285248464,0.010437834523957079,24,128,104,08e87608cfee3e211d73,False,0.010460891648526347,highs,3.717805005045111e-12,0.6237864252701143,0.7037301963255946,0.9496992478864086,0.16994714615650083,3.8920424562586255,18.305516927302627,118.35359427927811
254,3.6219665425679115,0.010488257319447136,24,128,104,08e87608cfee3e211d73,False,0.010507744088366713,highs,6.849734575858711e-12,0.6249750070794983,0.7065796595314973,0.9538743868306225,0.1713698975256178,3.9019291153263653,18.40857219526839,119.26841067476249
255,3.6325062223032427,0.010539679735331653,24,128,104,08e87608cfee3e211d73,False,0.010555752482288567,highs,1.0086500086052591e-11,0.6261834757195734,0.7094808446801606,0.9581361859715454,0.17281732612469414,3.9117391129287507,18.512056216813797,120.18650040065822
256,3.6430982843375705,0.010592062034328276,24,128,104,08e87608cfee3e211d73,False,0.010604866138515925,highs,1.3287671531575465e-11,0.6274110700826001,0.7124317720738818,0.9624810738157192,0.1742892024934945,3.921473796894439,18.615982494385264,121.10802122239033
257,3.6537436519681235,0.010645367630553348,24,128,104,08e87608cfee3e211d73,False,0.01065503912970035,highs,1.635515623043802e-11,0.6286570926053869,0.7154306204331933,0.9669057662351763,0.1757853317309655,3.931134321224782,18.72036384817931,122.03312193856286
258,3.664443214822078,0.010699562853954347,24,128,104,08e87608cfee3e211d73,False,0.010706229048032272,highs,1.9225328299206413e-11,0.6299209039609679,0.7184757138427289,0.9714072411136975,0.17730554971850176,3.9407216618938885,18.825212471828763,122.96194312229181
259,3.6751978315494136,0.010754616727334465,24,128,104,08e87608cfee3e211d73,False,0.01075856772190711,highs,2.186149975831083e-11,0.6312019181345562,0.7215655099447602,0.9759827162226428,0.17884972038131347,3.950236630820873,18.930539983119807,123.89461779461755
260,3.6860083323066704,0.010810500757257202,24,128,104,08e87608cfee3e211d73,False,0.01081219437980369,highs,2.424728722207916e-11,0.6324995979037153,0.7246985891990148,0.9806296295106454,0.18041773353747845,3.9596798882918427,19.036357470256753,124.83127203697782
261,3.6968755210461546,0.010867188739485112,24,128,104,08e87608cfee3e211d73,False,0.010867188739485053,highs,2.6381067922581775e-11,0.6338134507162034,0.727873645083567,0.9853456213161704,0.1820095030906837,3.969051954043729,19.142675534116748,125.77202554890249
262,3.7078001776251224,0.01092465657896824,24,128,104,08e87608cfee3e211d73,False,0.010924656578968425,highs,2.8271518877955395e-11,0.635143024944335,0.7310894751428116,0.9901285181996475,0.18362496544065698,3.9783532171787623,19.249504326881606,126.71699215639211
263,3.7187830597491343,0.010982882124010995,24,128,104,08e87608cfee3e211d73,False,0.01098288212401087,highs,2.993413340157302e-11,0.6364879064879018,0.7343449728059173,0.9949763181928497,0.18526407804797926,3.987583945048197,19.356853587390006,127.6662802758331
264,3.7298249047631127,0.011041845013978868,24,128,104,08e87608cfee3e211d73,False,0.011041845013978358,highs,3.138856944535474e-11,0.6378477156952829,0.7376391199091541,0.9998871773210215,0.18692681812335185,3.996744291222353,19.464732673517645,128.61999333778022
265,3.740926431302834,0.011101526539721629,24,128,104,08e87608cfee3e211d73,False,0.011101526539721185,highs,3.2656678609644133e-11,0.6392221045726358,0.7409709798620225,1.0048593972814632,0.18861318142621644,4.005834302647484,19.573150591861847,129.57823017447356
266,3.752088340818638,0.011161909515804425,24,128,104,08e87608cfee3e211d73,False,0.011161909515803961,highs,3.3761076160842397e-11,0.6406107542527926,0.7443396914017102,1.0098914141787954,0.19032318116414046,4.014853926076855,19.682116024979848,130.54108537455275
267,3.763311318982282,0.011222978163644814,24,128,104,08e87608cfee3e211d73,False,0.011222978163644634,highs,3.472413166872217e-11,0.6420133726977117,0.7477444628844732,1.0149817882274712,0.19205684698679526,4.023803013852525,19.791637356406085,131.50864960807405
268,3.7745960369869085,0.01128471800462627,24,128,104,08e87608cfee3e211d73,False,0.011284718004626675,highs,3.55672806330926e-11,0.6434296926108225,0.7511845670663877,1.0201291943378634,0.19381422406826104,4.032681329105081,19.901722693651223,132.48100992461423
269,3.7859431527492657,0.011347115762356808,24,128,104,08e87608cfee3e211d73,False,0.01134711576235679,highs,3.6310577288495594e-11,0.6448594695380424,0.7546593363295417,1.0253324135092117,0.19559537227158852,4.041488550430499,20.012379889366642,133.45825002696444
270,3.7973533120225023,0.011410159273236964,24,128,104,08e87608cfee3e211d73,False,0.011410159273235994,highs,3.69724259971646e-11,0.6463024801385601,0.7581681583133776,1.0305903249572026,0.19740036538891254,4.0502242760962925,20.12361656083945,134.44045052266213
271,3.8088271494271186,0.01147383740461727,24,128,104,08e87608cfee3e211d73,False,0.011473837404617448,highs,3.7569442894076396e-11,0.6477585206084573,0.7617104719143497,1.035901898910517,0.19922929045086246,4.058888027822992,20.23544010796767,135.42768915538494
272,3.820365289406969,0.01153813997984976,24,128,104,08e87608cfee3e211d73,False,0.01153813997985071,highs,3.811641108058228e-11,0.6492274052421732,0.7652857636202599,1.0412661900150983,0.20108224709879668,4.067479254181499,20.347857729850148,136.42004101802706
273,3.8319683471165784,0.011603057709609121,24,128,104,08e87608cfee3e211d73,False,0.01160305770960766,highs,3.862630162260541e-11,0.6507089651183735,0.7688935641490184,1.0466823312909914,0.20295934701403126,4.075997333642157,20.46087644011299,137.4175787490987
274,3.8436369292454873,0.01166858212890931,24,128,104,08e87608cfee3e211d73,False,0.011668582128909503,highs,3.91103396882456e-11,0.6522030468983069,0.7725334453641042,1.0521495285910945,0.20486071339853565,4.0844415773071745,20.57450308108252,138.42037271392903
275,3.8553716347848366,0.011734705539349743,24,128,104,08e87608cfee3e211d73,False,0.011734705539348288,highs,3.957810045138274e-11,0.6537095117259256,0.7762050174418815,1.0576670555162684,0.2067864805022041,4.092811231354331,20.688744336904037,139.4284911720062
276,3.8671730557408766,0.011801420956041309,24,128,104,08e87608cfee3e211d73,False,0.011801420956039864,highs,4.0037623470729335e-11,0.6552282342202367,0.7799079262681619,1.0632342487451765,0.2087367931921541,4.10110547921666,20.803606745696477,140.44200043166052
277,3.8790417777997637,0.011868722058888448,24,128,104,08e87608cfee3e211d73,False,0.011868722058888373,highs,4.049553727236764e-11,0.6567591015512878,0.7836418510437732,1.0688505037422626,0.21071180656037025,4.10932344352001,20.91909671082442,141.4609649931819
278,3.8909783809475367,0.01193660314777345,24,128,104,08e87608cfee3e211d73,False,0.011936603147773553,highs,4.0957188160323615e-11,0.6583020125921215,0.7874065020805916,1.074515270809174,0.21271168556584308,4.117464187797788,21.035220511361192,142.4854476813556
279,3.9029834400488603,0.012005059101323656,24,128,104,08e87608cfee3e211d73,False,0.012005059101324165,highs,4.1426768950949865e-11,0.6598568771397676,0.7912016187714961,1.0802280514500542,0.21473660470840258,4.12552671800003,21.15198431181022,143.5155097683114
280,3.9150575253878297,0.012074085338968477,24,128,104,08e87608cfee3e211d73,False,0.012074085338968234,highs,4.190744466955417e-11,0.6614236151990815,0.795026967719165,1.0859883950229108,0.21678674773137707,4.133509983811948,21.269394171145358,144.5512110874949
281,3.927201203173797,0.01214367778596781,24,128,104,08e87608cfee3e211d73,False,0.01214367778596764,highs,4.240147307480788e-11,0.6630021563237971,0.7988823410100494,1.0917958956523954,0.21886230735074064,4.1414128797953795,21.38745605122569,145.59261013949651
282,3.9394150360149847,0.0122138328411876,24,128,104,08e87608cfee3e211d73,False,0.01221383284118758,highs,4.29103187204207e-11,0.664592439009773,0.8027675546212643,1.097650189381357,0.22096348500846102,4.149234246364971,21.506175824635015,146.63976419040512
283,3.951699583362354,0.012284547347369834,24,128,104,08e87608cfee3e211d73,False,0.012284547347369078,highs,4.343475967447546e-11,0.6661944101358565,0.8066824469490823,1.1035509515411053,0.22309049064826042,4.156972870609563,21.625559281991976,147.69272936329347
284,3.9640554019260397,0.01235581856368606,24,128,104,08e87608cfee3e211d73,False,0.012355818563686085,highs,4.397498646479493e-11,0.6678080244482538,0.8106268774489712,1.1094978943218594,0.225243542511982,4.164627486967974,21.74561213877265,148.75156072338783
285,3.976483046066446,0.012427644140406091,24,128,104,08e87608cfee3e211d73,False,0.012427644140407167,highs,4.4530693074527635e-11,0.6694332440846781,0.8146007253778564,1.115490764526652,0.22742286695502956,4.172196777767221,21.8663400416838,149.8163123574251
286,3.988983068161921,0.012500022095474073,24,128,104,08e87608cfee3e211d73,False,0.012500022095475107,highs,4.510116004711913e-11,0.6710700381349062,0.8186038886302764,1.121529341493706,0.2296286982795145,4.179679373630239,21.98774857462162,150.88703744765604
287,4.001556018954773,0.012572950792850701,24,128,104,08e87608cfee3e211d73,False,0.012572950792851013,highs,4.568532987496152e-11,0.6727183822346803,0.8226362826607331,1.1276134351730762,0.23186127858371297,4.187073853759113,22.109843264247875,151.96378834091306
288,4.014202447877259,0.012646428922485242,24,128,104,08e87608cfee3e211d73,False,0.012646428922485244,highs,4.6281874965560384e-11,0.6743782581901945,0.8266978394853141,1.1337428843456514,0.23412085762689502,4.194378746099098,22.232629585212724,153.04661661312602
289,4.026922903359029,0.012720455481771253,24,128,104,08e87608cfee3e211d73,False,0.012720455481771559,highs,4.6889258573933275e-11,0.6760496536306074,0.8307885067562487,1.1399175549724996,0.23640769270830814,4.201592527387771,22.356112965050805,154.13557312963493
290,4.039717933117399,0.01279502975836877,24,128,104,08e87608cfee3e211d73,False,0.012795029758369408,highs,4.7505789060691526e-11,0.677732561686361,0.8349082469035465,1.1461373386643405,0.23872204855935916,4.208713623092963,22.480298788775144,155.23070810161946
291,4.052588084431689,0.012870151314290368,24,128,104,08e87608cfee3e211d73,False,0.012870151314290253,highs,4.812966797726841e-11,0.6794269806911475,0.8390570363385289,1.1524021512618363,0.2410641972482722,4.215740407242433,22.60519240319145,156.3320711389391
292,4.065533904402831,0.01294581997114097,24,128,104,08e87608cfee3e211d73,False,0.012945819971142254,highs,4.875903234824149e-11,0.681132913905689,0.8432348647143445,1.1587119315176735,0.24343441809624464,4.2226712021474935,22.73079912095333,157.43971129965232
293,4.078555940199272,0.013022035796439901,24,128,104,08e87608cfee3e211d73,False,0.013022035796440734,highs,4.939199165456745e-11,0.6828503692615622,0.8474417342391332,1.1650666398727618,0.24583299760449062,4.229504278022224,22.85712422437744,158.5536771364604
294,4.091654739306269,0.013098799106995962,25,128,104,08e87608cfee3e211d73,False,0.013098799174713035,highs,1.1102230246251565e-16,0.6845793587729999,0.851677657641509,1.171466255032472,0.24826022908066148,4.236237854518929,22.98417297194595,159.67401686897995
295,4.104830849652659,0.013176110346391212,25,128,104,08e87608cfee3e211d73,False,0.013176110351906592,highs,1.1102230246251565e-16,0.6863199000844615,0.8559426656749596,1.1779107789535863,0.25071641256315685,4.242870092991255,23.111950590717434,160.8007779988994
296,4.118084820111516,0.013253970458857012,25,128,104,08e87608cfee3e211d73,False,0.013253970458856153,highs,6.617444900424222e-24,0.6880720139820369,0.860236792751023,1.1844002396373488,0.2532018593855515,4.249399104764384,23.240462295572364,161.93400785381877
297,4.131417200389384,0.013332380277868872,25,128,104,08e87608cfee3e211d73,False,0.013332380277868709,highs,0.0,0.6898357240090558,0.8645600835925787,1.1909346706281596,0.2557168837019,4.255822946305668,23.369713282726956,163.07375339205015
298,4.1448285412633386,0.013411340873954458,25,128,104,08e87608cfee3e211d73,False,0.013411340873954106,highs,2.188265830678405e-13,0.6916110577696375,0.8689125930516257,1.1975141217382772,0.25826180580109975,4.262139618367231,23.499708733375055,164.22006125172976
299,4.158319394781899,0.01349085351856072,25,128,104,08e87608cfee3e211d73,False,0.013490853518561677,highs,1.9529460473838246e-12,0.6933980465710156,0.8732943857958838,1.204138659152796,0.26083695290285924,4.268347064956767,23.630453816504975,165.3729777847093
300,4.171890314454989,0.013570919673088433,25,128,104,08e87608cfee3e211d73,False,0.013570919673088757,highs,3.375915774253299e-12,0.6951967251914765,0.8777055358842473,1.2108083651716337,0.26344265950601564,4.274443172236621,23.761953691612078,166.53254908848524
301,4.185541855432387,0.013651540977397403,25,128,104,08e87608cfee3e211d73,False,0.013651540977398305,highs,4.586469954990788e-12,0.6970071316825976,0.8821461262973406,1.2175233376072483,0.26607926748128213,4.280425767331896,23.894213511281706,167.69882103636024
302,4.1992745746713105,0.01373271923892272,25,128,104,08e87608cfee3e211d73,False,0.013732719238923094,highs,5.6443451573907314e-12,0.6988293071976601,0.8866162484722955,1.2242836890208935,0.2687471260318322,4.286292617026152,24.027238423628518,168.87183930587065
303,4.213089031094186,0.013814456422875487,25,128,104,08e87608cfee3e211d73,False,0.013814456422875694,highs,6.587925678343818e-12,0.7006632958418959,0.8911160018661525,1.2310895459193505,0.27144659160102125,4.2920414263297015,24.161033574590725,170.05164940552623
304,4.226985785737854,0.013896754643668352,25,128,104,08e87608cfee3e211d73,False,0.013896754643667058,highs,7.443069574355e-12,0.7025091445404273,0.8956454935579339,1.237941047981281,0.27417802777379835,4.2976698369102495,24.295604110085392,171.23829669993518
305,4.240965401895293,0.0139796161574397,25,128,104,08e87608cfee3e211d73,False,0.013979616157440197,highs,8.227886857065796e-12,0.7043669029204382,0.9002048378915031,1.244838347346767,0.2769418051956116,4.303175425378388,24.430955178034665,172.43182643341004
306,4.255028445250869,0.014063043355576177,25,128,104,08e87608cfee3e211d73,False,0.014063043355575832,highs,8.955475042874638e-12,0.7062366232048978,0.9047941561569228,1.2517816079816801,0.279738301518346,4.308555701421251,24.56709193027469,173.63228375216494
307,4.269175484009867,0.014147038758998143,25,128,104,08e87608cfee3e211d73,False,0.01414703875899663,highs,9.63556087814568e-12,0.7081183601158306,0.9094135763062206,1.25877100511649,0.2825679013748208,4.313808105777547,24.704019524358614,174.83971372521597
308,4.283407089022999,0.014231605013133475,25,128,104,08e87608cfee3e211d73,False,0.01423160501313488,highs,1.0275528473277649e-11,0.7100121707856635,0.9140632326988933,1.2658067247518645,0.2854309963786814,4.318930008045972,24.84174312526453,176.05416136409502
309,4.297723833906432,0.014316744883431376,25,128,104,08e87608cfee3e211d73,False,0.014316744883433803,highs,1.0881088196858323e-11,0.7119181146756305,0.9187432658727545,1.2728889632221878,0.2883279851453563,4.323918704317643,24.980267907017854,177.27567164147857
310,4.312126295157725,0.014402461251290966,25,128,104,08e87608cfee3e211d73,False,0.014402461251291623,highs,1.1456726609377264e-11,0.7138362535004464,0.92345382233627,1.2800179268076983,0.29125927332942675,4.328771414621343,25.119599054236602,178.50428950882758
311,4.3266150522681,0.01448875711037445,25,128,104,08e87608cfee3e211d73,False,0.014488757110374612,highs,1.2006017979563412e-11,0.7157666511586567,0.928195054379012,1.2871938313866598,0.29422527367426343,4.333485280168377,25.259741763606826,179.7400599131227
312,4.341190687831339,0.014575635563238265,25,128,103,5d73e8db566b3efee8a1,True,0.014575635563237002,highs,1.2531845403436192e-11,0.7177093736681067,0.9329671198978247,1.2944169021205651,0.29722640607060763,4.338057360381698,25.40070124529433,180.98302781277022
313,4.3558537876495445,0.014663099818206682,25,128,103,5d73e8db566b3efee8a1,False,0.014663099818208696,highs,1.3036561207033265e-11,0.7196644891061923,0.9377701822363609,1.3016873731670406,0.3002630976217877,4.342484629691576,25.54248272429813,182.23323819274782
314,4.37060494083607,0.014751153186522536,25,128,103,5d73e8db566b3efee8a1,False,0.014751153186523829,highs,1.3522105546155398e-11,0.7216320675544537,0.9426265563849197,1.309005487415793,0.30333578271365663,4.346763974077481,25.68509144175028,183.4907360790493
315,4.385444739915721,0.014839799079651605,25,128,103,5d73e8db566b3efee8a1,False,0.014839799079651755,highs,1.3990095584515527e-11,0.7236121810472211,0.9483397203861719,1.3163714962443813,0.3064449030882292,4.350892187332996,25.828532656166097,184.75556655248204
316,4.4003737809225445,0.014929041006822352,25,128,103,5d73e8db566b3efee8a1,False,0.014929041006824182,highs,1.4441893537261877e-11,0.7256049035239425,0.9540905091301152,1.3237856592916848,0.3095909079205013,4.354865967027324,25.972811644648466,186.02777476186498
317,4.415392663495273,0.015018882572726433,25,128,103,5d73e8db566b3efee8a1,False,0.015018882572727031,highs,1.4878659288643498e-11,0.7276103107850083,0.9598791586185995,1.3312482442460223,0.31277425389745317,4.3586819101331855,26.117933704049207,187.30740593666835
318,4.430501990970637,0.015109327475363088,25,128,103,5d73e8db566b3efee8a1,False,0.015109327475362692,highs,1.5301391540603007e-11,0.7296284804507578,0.9657059101643068,1.3387595266480963,0.31599540529993914,4.362336508286786,26.263904152090674,188.59450539913607
319,4.445702370474688,0.015200379504052286,25,128,103,5d73e8db566b3efee8a1,False,0.015200379504053726,highs,1.571096031408689e-11,0.7316594919234659,0.971571010294639,1.3463197897060803,0.31925483408660027,4.3658261426404845,26.41072832844995,189.88911857592257
320,4.4609944130122745,0.01529204253758465,25,128,103,5d73e8db566b3efee8a1,False,0.015292042537584443,highs,1.610813286809425e-11,0.73370342635207,0.9774747106622403,1.3539293241229506,0.322553019980404,4.369147078263145,26.558411595808124,191.19129100927742
321,4.476378733554754,0.015384320542480623,25,128,103,5d73e8db566b3efee8a1,False,0.01538432054247901,highs,1.6493594487748114e-11,0.7357603665995098,0.9834172679617466,1.3615884279347745,0.3258904505575721,4.372295458036432,26.706959340866838,192.50106836780577
322,4.491855951126148,0.01547721757139442,25,128,103,5d73e8db566b3efee8a1,False,0.015477217571395255,highs,1.6867965313293594e-11,0.7378303972124512,0.9893989438524051,1.3692974063596055,0.32926762133913756,4.3752672959873955,26.856376975334225,193.81849645683124
323,4.507426688887781,0.015570737761633424,25,128,103,5d73e8db566b3efee8a1,False,0.015570737761633747,highs,1.723181399628803e-11,0.7406405227909947,0.9954200048863077,1.3770565716560859,0.3326850358851213,4.37805846998836,27.006669936881913,195.14362122838492
324,4.523091574221542,0.015664885333760203,25,128,103,5d73e8db566b3efee8a1,False,0.01566488533376178,highs,1.7585668856131282e-11,0.7435790967223211,1.0014807224419766,1.3848662429916314,0.3361432058914922,4.380664713744002,27.157843690075158,196.4764887908444
325,4.538851238811872,0.015759664590328626,25,128,103,5d73e8db566b3efee8a1,False,0.015759664590329493,highs,1.793002701089069e-11,0.7465375252986238,1.0075813726630578,1.3927267463193949,0.33964265128995175,4.383081607972267,27.309903727277504,197.81714541824255
326,4.554706318726568,0.01585507991469548,25,128,103,5d73e8db566b3efee8a1,False,0.015855079914695733,highs,1.8265361882946424e-11,0.7495159594959523,1.0137222364018863,1.4006384142639017,0.34318390035068025,4.38530457066975,27.46285556953179,199.16563755926654
327,4.570657454496502,0.015951135769933344,25,128,103,5d73e8db566b3efee8a1,False,0.015951135769933705,highs,1.8592129355555824e-11,0.752514552424058,1.019903599167698,1.4086015860144636,0.34676748978792293,4.387328846332952,27.616704767418675,200.5220118459643
328,4.586705291194335,0.016047836697831386,25,128,103,5d73e8db566b3efee8a1,False,0.016047836697831403,highs,1.8910772850367954e-11,0.7555334593164268,1.0261257510793202,1.4166166072265414,0.3503939648686543,4.389149493983394,27.771456901894396,201.88631510217732
329,4.602850478512308,0.01614518731797343,25,128,103,5d73e8db566b3efee8a1,False,0.016145187317973625,highs,1.9221727484970908e-11,0.7585728375218243,1.0323889868220844,1.4246838299303752,0.35406387952432955,4.3907613738159466,27.927117585108824,203.2585943517144
330,4.6190936708392085,0.0162431923269013,25,128,103,5d73e8db566b3efee8a1,False,0.01624319232690017,highs,1.952542349435667e-11,0.7616328464972022,1.0386936056088067,1.4328036124463681,0.35777779646554214,4.392159132254554,28.083692461205118,204.63889682628184
331,4.635435527336547,0.016341856497339435,25,128,103,5d73e8db566b3efee8a1,False,0.01634185649734063,highs,1.9822289011152914e-11,0.7647136478020728,1.0450399111446518,1.4409763193074354,0.3615362872999596,4.393337185155943,28.241187207102286,206.0272699731855
332,4.6518767120140705,0.016441184677522536,25,128,103,5d73e8db566b3efee8a1,False,0.016441184677521176,highs,2.011275233430601e-11,0.767815405094131,1.051428211595698,1.449202321187395,0.3653399326532611,4.394289698847558,28.39960753326154,207.42376146281674
333,4.668417893804605,0.016541181790535653,25,128,103,5d73e8db566b3efee8a1,False,0.016541181790535833,highs,2.039724375434288e-11,0.7709382841261687,1.0578588195610221,1.4574819948355424,0.3691893222932763,4.3950105686176695,28.5589591844377,208.82841919593608
334,4.685059746638393,0.016641852833787496,25,128,103,5d73e8db566b3efee8a1,False,0.016641852833785414,highs,2.0676196999785575e-11,0.7740824527441883,1.0643320520481963,1.4658157230168904,0.37308505525725927,4.39549339418897,28.71924794041649,210.24129131076617
335,4.701802949516865,0.016743202878473973,25,128,103,5d73e8db566b3efee8a1,False,0.01674320287847497,highs,2.095005038621919e-11,0.7772480808866913,1.070848230451984,1.4742038944579272,0.3770277399823869,4.395731451596412,28.880479616738818,211.66242618990566
336,4.718648186586041,0.016845237069174956,25,128,103,5d73e8db566b3efee8a1,False,0.016845237069173926,highs,2.121924768861981e-11,0.7804353405850406,1.07740768053612,1.482646903797487,0.38101799443937495,4.3957176607471276,29.042660065412804,213.09187246707495
337,4.735596147209464,0.016947960623424407,25,128,103,5d73e8db566b3efee8a1,False,0.016947960623425812,highs,2.1484238795160312e-11,0.7836444059649267,1.0840107324180552,1.491145151542705,0.3850564462694107,4.3954445477542095,29.205795175614515,214.52967903370364
338,4.752647526040882,0.017051378831416386,25,128,103,5d73e8db566b3efee8a1,False,0.01705137883141613,highs,2.1745480173519904e-11,0.7868754532488582,1.0906577205565173,1.4996990440296694,0.3891437329243205,4.394904200890773,29.36989087437816,215.97589504537007
339,4.7698030230965704,0.017155497055688862,25,128,103,5d73e8db566b3efee8a1,False,0.017155497055689042,highs,2.2003435175133213e-11,0.7901286607595834,1.097348983741743,1.5083089933884812,0.39328050180987806,4.394088218683422,29.534953127276506,217.43056992810102
340,4.787063343827483,0.017260320730912326,25,128,103,5d73e8db566b3efee8a1,False,0.017260320730912444,highs,2.2258574205491413e-11,0.7934042089245401,1.104084865088335,1.5169754175128383,0.3974674104326146,4.392987648222325,29.700987939092307,218.89375338454215
341,4.8044291991911745,0.01736585536369173,25,128,103,5d73e8db566b3efee8a1,False,0.017365855363689897,highs,2.251137478129808e-11,0.7967022802811374,1.1108657120305443,1.5256987400335282,0.40170512654975804,4.391592911159255,29.86800135448144,220.36549540000522
342,4.821901305723588,0.0174721065324146,25,128,103,5d73e8db566b3efee8a1,False,0.017472106532415432,highs,2.2762321491555203e-11,0.8000230594829674,1.117691876319947,1.5344793902960245,0.40599432832265014,4.3898937140220315,30.035999458628247,221.8458462484022
343,4.839480385610765,0.01757907988717644,25,128,103,5d73e8db566b3efee8a1,False,0.01757907988717481,highs,2.3011905879409095e-11,0.8033667333068246,1.1245637140253835,1.5433178033416928,0.4103357044734486,4.387878938280698,30.20498837789401,223.33485649807147
344,4.857167166760444,0.017686781149681252,25,128,103,5d73e8db566b3efee8a1,False,0.017686781149679934,highs,2.3260626257710955e-11,0.8067334906605523,1.131481585535079,1.552214419892644,0.4147299544452683,4.385536503879546,30.374974280458865,224.83257701750557
345,4.8749623828736945,0.0177952161132513,25,128,103,5d73e8db566b3efee8a1,False,0.017795216113251144,highs,2.3508987468583336e-11,0.8101235225916985,1.138445855560854,1.5611696863401612,0.41917778856583054,4.382853197413613,30.54596337695796,226.33905898098547
346,4.892866773516523,0.017904390642828893,25,128,103,5d73e8db566b3efee8a1,False,0.017904390642828803,highs,2.3757500599855956e-11,0.8135370222968747,1.1454568931443334,1.5701840547361452,0.42367992821447303,4.379814452303878,30.71796192111219,227.85435387412804
347,4.910881084191545,0.01801431067502257,25,128,103,5d73e8db566b3efee8a1,False,0.018014310675024646,highs,2.400668266446236e-11,0.816974185131889,1.1525150716650876,1.579257982787901,0.42823710599273185,4.3764040624010425,30.890976210354196,229.37851349935372
348,4.929006066409754,0.018124982218206576,25,128,103,5d73e8db566b3efee8a1,False,0.018124982218206895,highs,2.4257056248786805e-11,0.8211584781691932,1.1596207688506501,1.5883919338559471,0.43285006589852754,4.372603800987279,31.065012586450067,230.9115899812793
349,4.947242477762375,0.01823641135261944,25,128,103,5d73e8db566b3efee8a1,False,0.018236411352618373,highs,2.450914914547418e-11,0.8264370228516978,1.166774366788284,1.5975863769546326,0.4375195635038659,4.368392901499967,31.24007743611716,232.45363577204137
350,4.965609219503833,0.01836674174145969,25,124,108,7b16b6b4036db71153fd,True,0.018469688682150757,highs,1.1102230246251565e-16,0.8314362823390622,1.1731424974388256,1.6064411196336348,0.4422602839396239,4.364437571482473,31.417437913585346,234.03033639847337
351,4.984093188309361,0.018483968805526274,25,123,108,38bc37cccb2643ccc8b1,True,0.01915858503440044,highs,1.1102230246251565e-16,0.8357330338346236,1.1785219997277854,1.6164119372177708,0.44566435568816953,4.361315351800621,31.598077442363792,235.66531906117524
352,5.002586818895036,0.018493630585676435,25,123,108,38bc37cccb2643ccc8b1,False,0.01907625657634937,highs,5.551115123125783e-17,0.8400871893681554,1.1839753877027066,1.6189217147746868,0.44584218547927484,4.357109002471992,31.778456827579546,237.3053779884164
353,5.0211678545941005,0.018581035699060777,25,123,108,38bc37cccb2643ccc8b1,False,0.019512555053009473,highs,1.1102230246251565e-16,0.845377671290882,1.190374164119331,1.6243632824390375,0.44689080814503024,4.352605695634131,31.960442588431874,238.97885986686657
354,5.03983057481432,0.01866272022021853,25,123,108,38bc37cccb2643ccc8b1,False,0.020143844022044107,highs,2.7755575615628914e-17,0.8521581490954145,1.19730693852469,1.6300995853413127,0.4478864147409562,4.34782247904087,32.14419531038578,240.69190759123694
355,5.058563858400466,0.018733283586147564,26,122,107,e2fd057891c01116369a,True,0.020812061636324826,highs,2.7755575615628914e-17,0.8594631201890894,1.2045303011121056,1.6351542970797883,0.4484547216015753,4.342548775103499,32.329612355189134,242.44635561621104
